,pid,Player,Position,dob,Shoots,height,height_cm,weight,city,state,country
10973,weslebl01,Blake Wesley,D,1959-07-10,Left,6-1,185,200,,,
10974,weslegl01,Glen Wesley,D,1968-10-02,Left,6-1,185,207,,,
10975,weslejo01,Josh Wesley,D,1996-04-09,Right,6-3,190,205,Hartford,Connecticut,us
10976,wesloja01,Jase Weslosky,G,1988-08-14,,,,,,,
10977,wessbjo01,John Wessbecker,D,1986-09-15,,,,,,,
10978,westst01,Steve West,C,1952-03-20,Left,5-8,173,150,Peterborough,Ontario,ca
10979,westbkr01,Kristofer Westblom,G,1987-03-26,,,,,,,
10980,westcdu01,Duvie Westcott,D,1977-10-30,Right,5-11,180,197,Winnipeg,Manitoba,ca
10981,westepa01,Pathrik Westerholm,C,1992-01-06,,,,,,,
10982,westefi01,Filip Westerlund,D,1999-04-17,Right,5-11,180,174,Harnosand,Sweden,se
10983,westfed01,Ed Westfall,D/RW,1940-09-19,Right,6-1,185,197,Belleville,Ontario,ca
10984,westfma01,Marcus Westfalt,C,2000-03-12,Left,6-3,190,203,Stockholm,Sweden,se
10985,westgke01,Kevin Westgarth,RW,1984-02-07,Right,6-4,193,234,Amherstburg,Ontario,ca
10986,westijo01,John Westin,LW,1992-05-19,,,,,,,
10987,westlda01,David Westlund,D,1995-02-05,Left,6-3,190,207,Ostersund,Sweden,se
10988,westlto01,Tommy Westlund,RW,1974-12-29,Right,6-0,183,210,Fors,Sweden,se
10989,westlwi01,Wilhelm Westlund,D,1995-03-15,,6-0,183,178,,,
10990,westrer01,Erik Westrum,C,1979-07-26,Left,6-0,183,204,Minneapolis,Minnesota,us
10991,westrpa01,Pat Westrum,D,1948-03-03,Left,5-10,178,185,Minneapolis,Minnesota,us
10992,westwha01,Harry Westwick,R,1876-04-22,,,,,Ottawa,Ontario,ca
10993,wetzeca01,Carl Wetzel,G,1938-12-12,,6-1,185,170,Detroit,Michigan,us
10994,weypa01,Patrick Wey,D,1991-05-21,,6-2,188,200,,,
10995,wharrke01,Kenny Wharram,RW/C,1933-07-02,Right,5-9,175,160,,,
10996,whartky01,Kyle Wharton,D,1986-03-03,,,,,,,
10997,whartle01,Len Wharton,D,1927-12-13,Left,6-0,183,170,Winnipeg,Manitoba,ca
10998,wheatmi01,Mitchell Wheaton,D,1995-02-06,,,,,,,
10999,wheelsi01,Simon Wheeldon,C,1966-08-30,Left,5-11,180,170,,,
11000,wheelbl01,Blake Wheeler,RW,1986-08-31,Right,6-5,196,225,Plymouth,Minnesota,us
11001,whelddo01,Don Wheldon,D,1954-12-28,Right,6-2,188,185,Falmouth,Massachusetts,us
11002,wheltbi01,Bill Whelton,D,1959-08-28,Left,6-1,185,180,Everett,Massachusetts,us
11003,whiddbo01,Bob Whidden,G,1946-07-27,,5-10,178,165,Sudbury,Ontario,ca
11004,whistro01,Rob Whistle,D,1961-04-30,Right,6-2,188,195,,,
11005,whitcfr01,Fred Whitcroft,R,1882-12-20,Right,5-10,178,165,,,
11006,whiteal01,Alton White,RW,1945-05-31,Right,5-9,175,175,,,
11007,whitebi01,Bill White,D,1939-08-26,Right,6-2,188,195,Toronto,Ontario,ca
11008,whitebr01,Brian White,D,1976-02-07,Right,6-1,185,195,Winchester,Massachusetts,us
11009,whiteco01,Colin White,D,1977-12-12,Left,6-3,190,215,,,
11010,whiteco02,Colin White,C,1997-01-30,Right,6-0,183,183,Boston,Massachusetts,us
11011,whiteco03,Colton White,D,1997-05-03,Left,6-1,185,185,London,Ontario,ca
11012,whiteia01,Ian White,D,1984-06-04,Right,5-10,178,191,Steinbach,Manitoba,ca
11013,whitemo01,Moe White,LW/C,1919-07-28,Left,5-11,180,178,Verdun,Quebec,ca
11014,whitepa01,Patrick White,C,1989-01-20,,,,,,,
11015,whitepe01,Peter White,C,1969-03-15,Left,5-11,180,200,Montreal,Quebec,ca
11016,whitery01,Ryan White,C,1988-03-17,Right,6-0,183,200,Brandon,Manitoba,ca
11017,whitesh01,Sherman White,C,1923-05-12,Left,5-10,178,165,,,
11018,whitete01,Tex White,RW,1900-06-26,Right,5-11,180,155,Hillbrough,Ontario,ca
11019,whiteto02,Todd White,C,1975-05-21,Left,5-10,178,198,Kanata,Ontario,ca
11020,whiteto01,Tony White,LW,1954-06-16,Left,5-10,178,175,,,
11021,whiteza01,Zach Whitecloud,D,1996-11-28,Right,6-2,188,209,Brandon,Manitoba,ca
11022,whitebo01,Bob Whitelaw,D,1916-10-05,Left,5-11,180,185,,,
11023,whitftr01,Trent Whitfield,C,1977-06-17,Left,5-11,180,209,Estevan,Saskatchewan,ca
11024,whitlbo01,Bob Whitlock,C,1949-07-16,Right,5-10,178,175,,,
11025,whitmde01,Derek Whitmore,LW,1984-12-17,Left,5-11,180,185,,,
11026,whitmka01,Kay Whitmore,G,1967-04-10,,5-11,180,175,Sudbury,Ontario,ca
11027,whitnbr01,Brandon Whitney,G,1994-05-11,,,,,,,
11028,whitnjo01,Joe Whitney,RW,1988-02-06,Left,5-6,168,170,Reading,Massachusetts,us
11029,whitnra01,Ray Whitney,LW,1972-05-08,Right,5-10,178,180,,,
11030,whitnry01,Ryan Whitney,D,1983-02-19,Left,6-4,193,209,Boston,Massachusetts,us
11031,whytese01,Sean Whyte,RW,1970-05-04,Right,6-0,183,198,Sudbury,Ontario,ca
11032,wickro01,Roman Wick,RW,1985-12-30,Left,6-2,188,192,Kloten,Switzerland,ch
11033,wickedo01,Doug Wickenheiser,C,1961-03-30,Left,6-1,185,200,Regina,Saskatchewan,ca
11034,widemch01,Chris Wideman,D,1990-01-07,Right,5-10,178,183,,,
11035,widemde01,Dennis Wideman,D,1983-03-20,Right,6-0,183,202,Kitchener,Ontario,ca
11036,widinju01,Juha Widing,C,1947-07-04,Left,6-0,183,180,Oulu,Finland,fi
11037,widmeja01,Jason Widmer,D,1973-08-01,Left,6-0,183,200,Calgary,Alberta,ca
11038,wiebear01,Art Wiebe,D,1912-09-28,Left,5-10,178,180,Rosthern,Saskatchewan,ca
11039,wiedema01,Manuel Wiederer,F,1996-11-21,Right,6-1,185,180,Deggendorf,Germany,de
11040,wiemeja01,Jason Wiemer,C,1976-04-14,Left,6-1,185,225,,,
11041,wiemeji01,Jim Wiemer,D,1961-01-09,Left,6-4,193,216,Sudbury,Ontario,ca
11042,wiercpa01,Patrick Wiercioch,D,1990-09-12,Left,6-5,196,202,,,
11043,wiesboz01,Ozzy Wiesblatt,RW,2002-03-09,Right,5-9,175,183,Calgary,Alberta,ca
11044,wiknefr01,Fred Wikner,LW,1986-01-01,,,,,,,
11045,wiknejo01,John Wikner,LW,1986-01-01,,,,,,,
11046,wikstmi01,Mikael Wikstrand,D,1993-11-05,Left,6-1,185,185,Karlstad,Sweden,se
11047,wilcoad01,Adam Wilcox,G,1992-11-26,,6-0,183,189,,,
11048,wilcoar01,Archie Wilcox,RW/D,1903-05-09,Left,5-11,180,195,Montreal,Quebec,ca
11049,wilcoba01,Barry Wilcox,RW,1948-04-23,Left,6-1,185,190,,,
11050,wildco01,Cody Wild,D,1987-06-05,,,,,,,
11051,wildebo01,Bode Wilde,D,2000-01-24,Right,6-3,190,195,Montreal,Quebec,ca
11052,wildear01,Arch Wilder,LW,1917-04-30,Left,5-9,175,155,Melville,Saskatchewan,ca
11053,wileyji01,Jim Wiley,C,1950-04-28,Left,6-2,188,200,,,
11054,wilkibo01,Bob Wilkie,D,1969-02-11,Right,6-2,188,215,Calgary,Alberta,ca
11055,wilkich01,Christopher Wilkie,RW,1996-07-10,Right,5-11,180,199,Omaha,Nebraska,us
11056,wilkida01,David Wilkie,D,1974-05-30,Right,6-3,190,215,Ellensburg,Washington,us
11057,wilkiia01,Ian Wilkie,G,1949-07-20,,5-9,175,175,Edmonton,Alberta,ca
11058,wilkiba01,Barry Wilkins,D,1947-02-28,Left,6-0,183,190,Toronto,Ontario,ca
11059,wilkijo02,Josh Wilkins,F,1997-06-11,Left,5-11,180,181,,,
11060,wilkide01,Derek Wilkinson,G,1974-07-29,,6-0,183,170,LaSalle,Quebec,ca
11061,wilkijo01,John Wilkinson,D,1911-07-09,Left,5-11,180,195,Ottawa,Ontario,ca
11062,wilkine01,Neil Wilkinson,D,1967-08-15,Right,6-3,190,194,Selkirk,Manitoba,ca
11063,wilksbr01,Brian Wilks,C,1966-02-27,Right,5-11,180,175,,,
11064,willro01,Roman Will,G,1992-05-22,,6-1,185,195,Plzen,Czechoslovakia,cs
11065,willaro01,Rod Willard,LW,1960-05-01,Left,6-0,183,190,,,
11066,willcre01,Reece Willcox,D,1994-03-20,Right,6-3,190,184,Surrey,Canada,ca
11067,willibu01,Burr Williams,D,1909-08-30,Right,5-10,178,183,Okemah,Oklahoma,us
11068,willibu02,Butch Williams,RW,1952-09-11,Right,5-11,180,195,Duluth,Minnesota,us
11069,willico01,Colby Williams,D,1995-01-26,Right,5-11,180,191,Regina,Saskatchewan,ca
11070,willida02,Darryl Williams,LW,1968-02-29,Left,5-11,180,185,,,
11071,willida01,David Williams,D,1967-08-25,Right,6-2,188,195,,,
11072,willifr01,Fred Williams,C,1956-07-01,Left,5-11,180,178,Saskatoon,Saskatchewan,ca
11073,willigo01,Gord Williams,RW,1960-04-10,Right,5-11,180,190,Saskatoon,Saskatchewan,ca
11074,willija01,Jason Williams,C,1980-08-11,Right,5-11,180,192,London,Ontario,ca
11075,willije01,Jeremy Williams,RW,1984-01-26,Right,6-0,183,191,Regina,Saskatchewan,ca
11076,williju01,Justin Williams,RW,1981-10-04,Right,6-1,185,184,Cobourg,Ontario,ca
11077,willini01,Nigel Williams,D,1988-04-18,,,,,,,
11078,willise01,Sean Williams,C,1968-01-28,Left,6-1,185,182,Oshawa,Ontario,ca
11079,willist01,Stephon Williams,G,1993-04-28,,6-2,188,190,Fairbanks,Alaska,us
11080,williti01,Tiger Williams,LW,1954-02-03,Left,5-11,180,190,Weyburn,Saskatchewan,ca
11081,willito02,Tom Williams,LW,1951-02-07,Right,5-11,180,187,Windsor,Ontario,ca
11082,willito01,Tommy Williams,RW,1940-04-17,Right,5-11,180,180,Duluth,Minnesota,us
11083,williga01,Gary Williamson,LW,1950-05-25,Left,5-10,178,175,Montreal,Quebec,ca
11084,willimi01,Mike Williamson,D,1993-09-05,,,,,,,
11085,williha01,Hal Willis,D,1946-06-08,Left,6-2,188,215,,,
11086,willijo01,Jordan Willis,G,1975-02-28,,5-9,175,155,Kincardine,Ontario,ca
11087,willish01,Shane Willis,RW,1977-06-13,Right,6-1,185,195,Edmonton,Alberta,ca
11088,willmma01,Maxwell Willman,C,1995-02-13,Left,5-11,180,181,Burnstable,Massachusetts,us
11089,willsbr01,Brian Willsie,RW,1978-03-16,Right,6-1,185,202,Belmont,Ontario,ca
11090,willsdo01,Don Willson,C,1914-01-01,Left,5-8,173,157,Chatham,Ontario,ca
11091,wilmcl01,Clarke Wilm,C,1976-10-24,Left,6-0,183,202,,,
11092,wilsbad01,Adam Wilsby,D,2000-08-07,Left,6-0,183,183,Stockholm,Sweden,se
11093,wilsobe02,Behn Wilson,D,1958-12-19,Left,6-3,190,210,Toronto,Ontario,ca
11094,wilsobe01,Bert Wilson,LW,1949-10-17,Left,6-0,183,178,Orangeville,Ontario,ca
11095,wilsobo01,Bob Wilson,D,1934-02-18,Left,5-9,175,165,Sudbury,Ontario,ca
11096,wilsoca01,Carey Wilson,C,1962-05-19,Right,6-2,188,195,Winnipeg,Manitoba,ca
11097,wilsocl01,Clay Wilson,D,1983-04-05,Left,6-0,183,195,,,
11098,wilsoco01,Colin Wilson,C,1989-10-20,Left,6-1,185,215,Greenwich,Connecticut,us
11099,wilsocu01,Cully Wilson,RW,1892-06-05,Right,5-8,173,180,Winnipeg,Manitoba,ca
11100,wilsodo01,Doug Wilson,D,1957-07-05,Left,6-1,185,187,Ottawa,Ontario,ca
11101,wilsodu01,Dunc Wilson,G,1948-03-22,,5-11,180,175,Toronto,Ontario,ca
11102,wilsoga01,Garrett Wilson,LW,1991-03-16,Left,6-2,188,199,Barrie,Ontario,ca
11103,wilsogo01,Gord Wilson,LW,1932-08-13,Left,6-0,183,175,,,
11104,wilsohu01,Hub Wilson,LW,1909-05-13,Left,5-10,178,180,Ottawa,Ontario,ca
11105,wilsoja01,Jason Wilson,LW,1990-04-15,,,,,,,
11106,wilsoje01,Jerry Wilson,C,1937-04-10,Left,6-2,188,200,Edmonton,Alberta,ca
11107,wilsojo01,Johnny Wilson,LW,1929-06-14,Left,5-11,180,168,Kincardine,Ontario,ca
11108,wilsoky01,Kyle Wilson,C,1984-12-15,Right,6-0,183,201,Oakville,Ontario,ca
11109,wilsola02,Landon Wilson,RW,1975-03-13,Right,6-3,190,224,,,
11110,wilsola01,Larry Wilson,C,1930-10-23,Left,5-11,180,160,Kincardine,Ontario,ca
11111,wilsole01,Lefty Wilson,G,1919-10-15,,5-11,180,178,Toronto,Ontario,ca
11112,wilsomi02,Mike Wilson,D,1975-02-26,Left,6-6,198,229,Brampton,Ontario,ca
11113,wilsomi01,Mitch Wilson,C,1962-02-15,Right,5-8,173,190,,,
11114,wilsomu01,Murray Wilson,LW,1951-11-07,Left,6-1,185,185,Toronto,Ontario,ca
11115,wilsoph01,Phat Wilson,D,1895-12-29,,,,,,,
11116,wilsori01,Rick Wilson,D,1950-08-10,Left,6-1,185,195,,,
11117,wilsori02,Rik Wilson,D,1962-06-17,Right,6-0,183,180,,,
11118,wilsoro01,Roger Wilson,D,1946-09-18,Right,5-11,180,175,Sudbury,Ontario,ca
11119,wilsoro02,Ron Wilson,D,1955-05-28,Right,5-10,178,170,Windsor,Ontario,ca
11120,wilsoro03,Ron Wilson,C,1956-05-13,Left,5-9,175,180,Toronto,Ontario,ca
11121,wilsory01,Ryan Wilson,D,1987-02-03,Left,6-1,185,207,Windsor,Ontario,ca
11122,wilsosc01,Scott Wilson,C/LW,1992-04-24,Left,5-11,180,177,Oakville,Ontario,ca
11123,wilsoto01,Tom Wilson,RW,1994-03-29,Right,6-4,193,220,Toronto,Ontario,ca
11124,wilsowa01,Wally Wilson,C,1921-05-25,Right,5-11,180,165,,,
11125,winchbr01,Brad Winchester,LW,1981-03-01,Left,6-5,196,230,Madison,Wisconsin,us
11126,winchje01,Jesse Winchester,C,1983-10-04,Right,6-1,185,205,,,
11127,wingmu01,Murray Wing,D,1950-10-14,Right,5-11,180,180,,,
11128,wingeto01,Tommy Wingels,C,1988-04-12,Right,6-0,183,200,Evanston,Illinois,us
11129,winklha01,Hal Winkler,G,1892-03-20,,5-8,173,150,Gretna,Manitoba,ca
11130,winklsc01,Scott Winkler,C,1990-02-22,,,,,,,
11131,winnech01,Chris Winnes,RW,1968-02-12,Right,6-0,183,201,Ridgefield,Connecticut,us
11132,winnebe01,Ben Winnett,LW,1989-04-03,,,,,,,
11133,winnida01,Daniel Winnik,C/LW,1985-03-06,Left,6-2,188,210,Toronto,Ontario,ca
11134,winogbo01,Bob Winograd,D,1950-06-06,Left,5-11,180,185,Winnipeg,Manitoba,ca
11135,winthmi01,Mike Winther,C,1994-01-09,,,,,,,
11136,wirtape01,Petteri Wirtanen,C,1986-05-28,Left,6-1,185,203,Hyvinkaa,Finland,fi
11137,wisdoza01,Zayde Wisdom,RW,2002-07-07,Right,5-10,178,201,Toronto,Ontario,ca
11138,wiseja01,Jake Wise,C,2000-02-28,Left,5-10,178,195,Naples,Florida,us
11139,wisembr01,Brian Wiseman,C,1971-07-13,Left,5-8,173,175,Chatham,Ontario,ca
11140,wisemch01,Chad Wiseman,LW,1981-03-25,Left,6-1,185,205,Burlington,Ontario,ca
11141,wisemed01,Eddie Wiseman,RW,1912-12-28,Right,5-7,170,160,,,
11142,wishaty01,Ty Wishart,D,1988-05-19,Left,6-4,193,225,Belleville,Ontario,ca
11143,wisnija01,James Wisniewski,D,1984-02-21,Right,5-11,180,203,Canton,Michigan,us
11144,wisteji01,Jim Wiste,C,1946-02-18,Left,5-10,178,185,,,
11145,witehjo01,Johan Witehall,LW,1972-01-07,Left,6-1,185,198,Gothenburg,Sweden,se
11146,witheji01,Jim Witherspoon,D,1951-10-03,Right,6-3,190,205,Toronto,Ontario,ca
11147,witiust01,Steve Witiuk,RW,1929-01-08,Right,5-7,170,165,Winnipeg,Manitoba,ca
11148,witkolu01,Luke Witkowski,D,1990-04-14,Right,6-2,188,210,Holland,Michigan,us
11149,wittbr01,Brendan Witt,D,1975-02-20,Left,6-2,188,223,Humboldt,Saskatchewan,ca
11150,wittced01,Eddie Wittchow,D,1992-10-31,Left,6-3,190,189,Burnsville,Minnesota,us
11151,wohlbda01,David Wohlberg,C,1990-07-18,,,,,,,
11152,woitbe01,Benny Woit,RW/D,1928-01-07,Right,5-11,180,195,,,
11153,wojcist01,Steve Wojciechowski,RW,1922-12-25,Right,5-8,173,158,,,
11154,wolanch01,Christian Wolanin,D,1995-03-17,Left,6-2,188,185,,,
11155,wolancr01,Craig Wolanin,D,1967-07-27,Left,6-4,193,215,,,
11156,wolfbe01,Bennett Wolf,D,1959-10-23,Right,6-3,190,205,Kitchener,Ontario,ca
11157,wolfda01,David Wolf,LW,1989-09-15,,6-3,190,216,Dusseldorf,Germany,de
11158,wolfdu01,Dustin Wolf,G,2001-04-16,,6-0,183,161,Gilroy,California,us
11159,wolfebe01,Bernie Wolfe,G,1951-12-18,,5-9,175,165,Montreal,Quebec,ca
11160,wolljo01,Joseph Woll,G,1998-07-12,,6-3,190,196,,,
11161,wolskwo01,Wojtek Wolski,LW,1986-02-24,Left,6-3,190,215,Zabrze,Poland,pl
11162,wongau01,Austin Wong,C,2000-08-26,Right,5-10,178,189,Calgary,Alberta,ca
11163,wongmi01,Mike Wong,C,1955-01-14,Left,6-3,190,204,Minneapolis,Minnesota,us
11164,wooje01,Jett Woo,D,2000-07-27,Right,,,,,,
11165,woodal01,Alex Wood,G,1911-01-15,,5-11,180,165,,,
11166,wooddo01,Dody Wood,C,1972-03-18,Left,6-0,183,200,,,
11167,woodky01,Kyle Wood,D,1996-05-04,Right,6-7,201,235,Waterloo,Ontario,ca
11168,woodmi01,Miles Wood,LW,1995-09-13,Left,6-2,188,195,,,
11169,woodra01,Randy Wood,LW/C,1963-10-12,Left,6-0,183,195,,,
11170,woodro01,Robert Wood,D,1930-07-09,Left,6-1,185,185,Lethbridge,Alberta,ca
11171,woodwa01,Wayne Wood,G,1951-06-05,,6-1,185,190,Toronto,Ontario,ca
11172,woodfmi01,Mike Woodford,RW,1981-10-04,,,,,,,
11173,woodlda01,Dan Woodley,RW,1967-12-29,Right,5-11,180,185,,,
11174,woodsbr01,Brendan Woods,LW,1992-06-11,Left,6-4,193,210,Humboldt,Saskatchewan,ca
11175,woodspa01,Paul Woods,LW,1955-04-12,Left,5-10,178,175,Hespeler,Ontario,ca
11176,woollja01,Jason Woolley,D,1969-07-27,Left,6-0,183,203,Toronto,Ontario,ca
11177,worgewi01,William Worge Kreu,D,2000-05-15,Left,6-6,198,172,Sweden,Sweden,se
11178,worrepe01,Peter Worrell,LW,1977-08-18,Left,6-6,198,235,Pierrefonds,Quebec,ca
11179,worslgu01,Gump Worsley,G,1929-05-14,,5-7,170,180,Montreal,Quebec,ca
11180,wortero01,Roy Worters,G,1900-10-19,,5-3,160,135,Toronto,Ontario,ca
11181,worthch01,Chris Worthy,G,1947-10-23,,6-0,183,180,,,
11182,wortmke01,Kevin Wortman,D,1969-02-22,Right,6-0,183,200,Saugus,Massachusetts,us
11183,wothepa01,Parker Wotherspoon,D,1997-08-24,Left,6-1,185,181,,,
11184,wothety01,Tyler Wotherspoon,D,1993-03-12,Left,6-2,188,207,,,
11185,wottoma01,Mark Wotton,D,1973-11-16,Left,6-1,185,195,Foxwarren,Manitoba,ca
11186,woutech01,Chase Wouters,F,2000-02-08,Right,6-0,183,176,,,
11187,woytobo01,Bob Woytowich,D,1941-08-18,Right,6-0,183,185,Winnipeg,Manitoba,ca
11188,woywije01,Jeff Woywitka,D,1983-09-01,Left,6-3,190,227,Vermilion,Alberta,ca
11189,woznian01,Andy Wozniewski,D,1980-05-25,Left,6-5,196,225,,,
11190,wreggke01,Ken Wregget,G,1964-03-25,,6-1,185,201,Brandon,Manitoba,ca
11191,wrenbo01,Bob Wren,C,1974-09-16,Left,5-10,178,185,Preston,Ontario,ca
11192,wrennwi01,William Wrenn,D,1991-03-16,,,,,,,
11193,wrighbe01,Ben Wright,D,1988-03-18,,,,,,,
11194,wrighja02,James Wright,C,1990-03-24,Left,6-4,193,210,Saskatoon,Saskatchewan,ca
11195,wrighja01,Jamie Wright,LW,1976-05-13,Left,6-0,183,195,Kitchener,Ontario,ca
11196,wrighjo01,John Wright,C,1948-11-09,Right,5-11,180,175,Toronto,Ontario,ca
11197,wrighke01,Keith Wright,LW,1944-04-13,Left,6-0,183,180,Aurora,Ontario,ca
11198,wrighla01,Larry Wright,C,1951-10-08,Left,6-2,188,180,Regina,Saskatchewan,ca
11199,wrighty01,Tyler Wright,C,1973-04-06,Right,6-0,183,190,Kamsack,Saskatchewan,ca
11200,wudrige01,Geordie Wudrick,LW,1990-04-09,,,,,,,
11201,wuthrau01,Austin Wuthrich,RW,1993-08-11,,,,,,,
11202,wychera01,Ralph Wycherley,LW,1920-02-26,Left,6-0,183,185,Saskatoon,Saskatchewan,ca
11203,wyliebi01,Bill Wylie,C,1928-07-15,Left,5-7,170,145,Galt,Ontario,ca
11204,wyliedu01,Duane Wylie,C,1950-11-10,Left,5-8,173,170,Spokane,Washington,us
11205,wyliewy01,Wyatte Wylie,D,1999-11-02,Right,6-1,185,192,Everett,Washington,us
11206,wymanja01,J.T. Wyman,RW,1986-02-27,Right,6-2,188,199,Edina,Minnesota,us
11207,wyrozra01,Randy Wyrozub,C,1950-04-08,Left,5-11,180,180,Lacombe,Alberta,ca
11208,yabloje01,Jeremy Yablonski,LW,1980-03-21,Right,5-11,180,239,,,
11209,yacboda01,Darryl Yacboski,D,1985-01-13,,,,,,,
11210,yachmde01,Denis Yachmenev,LW,1984-06-04,,,,,,,
11211,yachmvi01,Vitali Yachmenev,LW,1975-01-08,Left,5-11,180,200,Chelyabinsk,USSR,su
11212,yackeke01,Ken Yackel,RW,1932-03-05,Right,5-11,180,195,,,
11213,yakete01,Terry Yake,C,1968-10-22,Right,5-11,180,190,,,
11214,yakimbo01,Bogdan Yakimov,C,1994-10-04,,6-5,196,202,,,
11215,yakimch01,Chandler Yakimowicz,RW,1996-01-26,Right,6-2,188,198,Kingston,Pennsylvania,us
11216,yakiwda01,Dale Yakiwchuk,C,1958-10-17,Left,6-4,193,205,Calgary,Alberta,ca
11217,yakoveg01,Egor Yakovlev,D,1991-09-17,Left,6-0,183,190,Magnitogorsk,USSR,su
11218,yakubmi01,Mikhail Yakubov,C,1982-02-16,Left,6-3,190,202,Barnaul,USSR,su
11219,yakupna01,Nail Yakupov,RW,1993-10-06,Left,5-11,180,195,,,
11220,yakusdm01,Dmitri Yakushin,D,1978-01-21,Left,6-0,183,200,Kharkov,USSR,su
11221,yamamka01,Kailer Yamamoto,RW,1998-09-29,Right,5-8,173,153,Spokane,Washington,us
11222,yande01,Dennis Yan,LW,1997-04-14,Left,6-1,185,197,Portland,Oregon,us
11223,yandlke01,Keith Yandle,D,1986-09-09,Left,6-1,185,192,Boston,Massachusetts,us
11224,yaremga01,Gary Yaremchuk,C,1961-08-15,Left,6-0,183,185,Edmonton,Alberta,ca
11225,yaremke01,Ken Yaremchuk,C,1964-01-01,Right,5-11,180,185,Edmonton,Alberta,ca
11226,yashial01,Alexei Yashin,C,1973-11-05,Right,6-3,190,225,Sverdlovsk,USSR,su
11227,yatesro01,Ross Yates,C,1959-06-18,Right,5-11,180,170,Montreal,Quebec,ca
11228,yawnetr01,Trent Yawney,D,1965-09-29,Left,6-3,190,195,,,
11229,yeatsma01,Matthew Yeats,G,1979-04-06,,5-11,180,165,Montreal,Quebec,ca
11230,yegoral01,Alexei Yegorov,RW,1975-05-21,Left,5-11,180,185,Leningrad,USSR,su
11231,yelesal01,Alexander Yelesin,D,1996-02-07,Right,6-0,183,195,,,
11232,yellest01,Stephane Yelle,C,1974-05-09,Left,6-2,188,182,Ottawa,Ontario,ca
11233,yeremvi01,Vitali Yeremeyev,G,1975-09-23,,5-10,178,167,,,
11234,yeryovl01,Vladislav Yeryomenko,D,1999-04-23,Right,6-0,183,176,Mishutki,Belarus,by
11235,yetmach01,Chad Yetman,C,2000-02-18,Right,5-11,180,178,Ajax,Ontario,ca
11236,yevsevl01,Vladislav Yevseyev,LW,1984-09-10,,,,,,,
11237,yipbr01,Brandon Yip,RW,1985-04-25,Right,6-1,185,198,,,
11238,yloneje01,Jesse Ylonen,RW,1999-10-03,Right,6-0,183,167,Scottsdale,Arizona,us
11239,yloneju01,Juha Ylonen,C,1972-02-13,Left,6-1,185,189,Helsinki,Finland,fi
11240,yoderch01,Chase Yoder,C,2002-05-28,Left,5-10,178,176,Fairview,Texas,us
11241,yoganan01,Andrew Yogan,C,1991-12-04,,6-3,190,201,,,
11242,yonkmno01,Nolan Yonkman,D,1981-04-01,,6-6,198,253,Punnichy,Saskatchewan,ca
11243,yorkal01,Allen York,G,1989-06-17,,6-3,190,188,Wetaskiwin,Alberta,ca
11244,yorkca01,Cameron York,D,2001-01-05,Left,5-11,180,172,,,
11245,yorkha01,Harry York,C,1974-04-16,Left,6-2,188,215,Ponoka,Alberta,ca
11246,yorkja01,Jason York,D,1970-05-20,Right,6-1,185,208,Nepean,Ontario,ca
11247,yorkmi01,Mike York,LW,1978-01-03,Right,5-10,178,185,Waterford,Michigan,us
11248,youngal01,Alex Young,C,2001-03-22,Right,5-10,178,170,Calgary,Alberta,ca
11249,youngbj01,B.J. Young,RW,1977-07-23,Right,5-10,178,178,Anchorage,Alaska,us
11250,youngbi01,Bill Young,LW,1947-07-05,Left,6-1,185,195,,,
11251,youngbr01,Brian Young,D,1958-10-02,Right,6-1,185,183,Kitchener,Ontario,ca
11252,youngbr02,Bryan Young,D,1986-08-06,Left,6-1,185,191,Kitchener,Ontario,ca
11253,youngcj01,C.J. Young,RW,1968-01-01,Right,5-10,178,180,Waban,Massachusetts,us
11254,youngdo01,Doug Young,D,1908-10-01,Right,5-10,178,190,,,
11255,younggu01,Gus Young,D,1991-07-10,,6-2,188,200,Dedham,Massachusetts,us
11256,youngha01,Harry Young,D,1989-11-12,,,,,,,
11257,youngho01,Howie Young,D/RW,1937-08-02,Right,5-11,180,175,Toronto,Ontario,ca
11258,youngsc01,Scott Young,RW,1967-10-01,Right,6-1,185,200,Clinton,Massachusetts,us
11259,youngti01,Tim Young,C,1955-02-22,Right,6-1,185,190,Scarborough,Ontario,ca
11260,youngwa01,Warren Young,C,1956-01-11,Left,6-3,190,195,Toronto,Ontario,ca
11261,youngwe01,Wendell Young,G,1963-08-01,,5-9,175,181,,,
11262,youngto01,Tom Younghans,RW,1953-01-22,Right,5-11,180,175,,,
11263,ysebapa01,Paul Ysebaert,C,1966-05-15,Left,6-1,185,194,Sarnia,Ontario,ca
11264,yuenza01,Zachary Yuen,D,1993-03-03,,,,,,,
11265,yunkomi01,Mikhail Yunkov,C,1986-02-16,,,,,,,
11266,yurtada01,Danil Yurtaykin,F,1997-07-01,Left,5-11,180,170,,,
11267,yushkdm01,Dmitry Yushkevich,D,1971-11-19,Right,5-11,180,208,Cherepovets,USSR,su
11268,yzermst01,Steve Yzerman,C,1965-05-09,Right,5-11,180,185,,,
11269,zaarda01,Daniel Zaar,RW,1994-04-24,Right,5-11,180,175,Helsingborg,Sweden,se
11270,zabama01,Matt Zaba,G,1983-07-14,,6-1,185,185,Yorkton,Saskatchewan,ca
11271,zablola01,Lane Zablocki,RW,1998-12-27,Right,6-0,183,185,Wetaskiwin,Alberta,ca
