pid,Player,Position,dob,Shoots,height,height_cm,weight,city,state,country
vikmaje01,Jesper Vikman,G,2002-03-11,,6-3,190,179,Danderyd,Sweden,se
vilarga01,Gabriel Vilardi,C,1999-08-16,Right,6-3,190,205,Kingston,Ontario,ca
vilgrcl01,Claude Vilgrain,RW,1963-03-01,Right,6-1,185,205,,,
villais01,Ismo Villa,,,,,,,,,
villama01,Matt Villalta,G,1999-06-03,,6-2,188,185,Kingston,Ontario,ca
villegi01,Gilles Villemure,G,1940-05-30,,5-8,173,185,,,
villewi01,William Villeneuve,D,2002-03-20,Right,6-1,185,175,Sherbrooke,Quebec,ca
vinceda01,Dan Vincelette,LW,1967-08-01,Left,6-2,188,202,Verdun,Quebec,ca
vinceal01,Alexandre Vincent,G,1986-12-11,,,,,,,
vincoto01,Tomas Vincour,C,1990-11-19,Right,6-2,188,204,Brno,Czechoslovakia,cs
violima01,Matt Violin,G,1982-02-08,,,,,,,
viponpe01,Pete Vipond,LW,1949-12-08,Left,5-10,178,175,Oshawa,Ontario,ca
viroee01,Eemil Viro,D,2002-04-03,Left,6-0,183,168,Vantaa,Finland,fi
virtaha01,Hannu Virta,D,1963-03-22,Left,5-11,180,183,Turku,Finland,fi
virtapa01,Patrik Virta,C,1996-03-06,Right,5-9,175,180,Hameenlinna,Finland,fi
virtato01,Tony Virta,RW,1972-06-28,Left,5-10,178,196,Hameenlinna,Finland,fi
virtaja01,Jake Virtanen,RW,1996-08-17,Right,6-1,185,226,,,
virtajo01,Jorma Virtanen,G,,,,,,,,
virtasa01,Santeri Virtanen,C,1999-05-11,Left,6-1,185,194,Kirkkonummi,Finland,fi
virtute01,Terry Virtue,D,1970-08-12,Right,6-0,183,198,Scarborough,Ontario,ca
visenma01,Mark Visentin,G,1992-08-07,,6-2,188,195,Hamilton,Ontario,ca
vishema01,Mark Visheau,D,1973-06-27,Right,6-6,198,222,Burlington,Ontario,ca
vishnvi01,Vitaly Vishnevski,D,1980-03-18,Left,6-2,188,201,Kharkov,USSR,su
vishniv01,Ivan Vishnevskiy,D,1988-02-18,Left,6-0,183,180,Barnaul,USSR,su
vishnal01,Albert Vishnyakov,LW,1983-12-30,,,,,,,
visnolu01,Lubomir Visnovsky,D,1976-08-11,Left,5-10,178,197,Topolcany,Czechoslovakia,cs
vitaljo01,Joe Vitale,C,1985-08-20,Right,5-11,180,205,,,
vitolha01,Harijs Vitolinsh,C,1968-04-30,Left,6-3,190,212,Riga,USSR,su
viveiem01,Emanuel Viveiros,D,1966-01-08,Left,6-0,183,175,,,
vladada01,Daniel Vladar,G,1997-08-20,,6-5,196,185,,,
vlasato01,Tomas Vlasak,C,1975-02-01,Right,5-10,178,175,Prague,Czechoslovakia,cs
vlasial01,Alex Vlasic,D,2001-06-05,Left,6-5,196,198,,,
vlasima01,Marc-Edouard Vlasic,D,1987-03-30,Left,6-1,185,205,Montreal,Quebec,ca
vlcekvl01,Vladislav Vlcek,D,,,,,,,,
vlkja01,Jaroslav Vlk,,,,,,,,,
vogeltr01,Trent Vogelhuber,RW,,Right,6-2,188,185,Dublin,Ohio,us
vojtaja01,Jakub Vojta,D,1987-02-08,,,,,,,
vokesed01,Ed Vokes,LW,1909-05-27,Left,5-9,175,160,,,
vokouto01,Tomas Vokoun,G,1976-07-02,,6-1,185,210,,,
volcami01,Mickey Volcan,D,1962-03-03,Right,6-0,183,190,Edmonton,Alberta,ca
volchal02,Alexei Volchenkov,D,1953-02-05,,,,,,,
volchan01,Anton Volchenkov,D,1982-02-25,Left,6-1,185,220,Moscow,USSR,su
volchal01,Alexandre Volchkov,C,1977-09-25,Left,6-2,188,204,Moscow,USSR,su
volchal03,Alexsandr Volchkov,LW,1952-01-11,,,,,,,
voldela01,Lars Volden,G,1992-07-26,,,,,,,
volekda01,David Volek,W,1966-06-18,Left,6-0,183,185,Prague,Czechoslovakia,cs
volkoal01,Alexander Volkov,RW,1997-08-02,Left,6-1,185,192,,,
volkoig01,Igor Volkov,RW,1983-01-24,,,,,,,
volkoko01,Konstantin Volkov,RW,1985-02-07,,,,,,,
volkoko02,Konstantin Volkov,G,1997-09-20,,6-3,190,211,,,
volmado01,Doug Volmar,RW,1945-01-09,Right,6-1,185,215,Cleveland,Ohio,us
volosro01,Roman Voloshenko,LW,1986-05-12,,,,,,,
volpaaa01,Aaron Volpatti,LW,1985-05-30,Left,6-0,183,215,,,
volrada01,Daniel Volrab,C,1983-03-11,,,,,,,
vomacto01,Tomas Vomacka,G,1999-05-02,,6-3,190,165,,,
vomellu01,Lukas Vomela,D,1985-09-25,,,,,,,
vonarre01,Reto Von Arx,C,1976-09-13,Left,5-10,178,190,Egerkingen,Switzerland,ch
vonstph01,Phil Von Stefenelli,D,1969-04-10,Left,6-1,185,200,,,
vondrmi01,Michal Vondrka,LW,1983-05-17,,,,,,,
vopatja01,Jan Vopat,D,1973-03-22,Left,6-0,183,205,Most,Czechoslovakia,cs
vopatro01,Roman Vopat,C,1976-04-21,Left,6-3,190,223,Litvinov,Czechoslovakia,cs
voracja01,Jakub Voracek,RW,1989-08-15,Left,6-2,188,214,Kladno,Czechoslovakia,cs
vorobdm01,Dmitri Vorobiev,D,1985-10-18,,,,,,,
vorobpa01,Pavel Vorobiev,RW,1982-05-05,Right,6-0,183,195,Karaganda,USSR,su
vorobvl01,Vladimir Vorobiev,LW,1972-10-02,Right,6-0,183,184,Cherepovets,USSR,su
vorobmi01,Mikhail Vorobyev,C,1997-01-05,Left,6-2,188,194,,,
vorondi01,Dimitri Voronkov,LW,2000-09-10,Left,6-4,193,190,,,
vorosaa01,Aaron Voros,C,1981-07-02,Left,6-4,193,215,,,
vorospa01,Pavel Voroshnin,D,1984-03-23,,,,,,,
vossca01,Carl Voss,C,1907-01-06,Left,5-9,175,168,Chelsea,Massachusetts,us
vostrar01,Artem Vostrikov,C,1983-03-23,,,,,,,
voynovi01,Slava Voynov,D,1990-01-15,Right,6-0,183,194,,,
vranaja01,Jakub Vrana,LW,1996-02-28,Left,6-0,183,195,,,
vranape01,Petr Vrana,C,1985-03-29,Left,5-10,178,190,Sternberk,Czechoslovakia,cs
vrbatra01,Radim Vrbata,RW,1981-06-13,Right,6-1,185,194,,,
vujtevl01,Vladimir Vujtek,LW,1972-02-17,Left,6-2,188,200,Ostrava,Czechoslovakia,cs
vukojmi01,Michael Vukojevic,D,2001-06-08,Left,6-3,190,212,Oakville,Canada,ca
vukotmi01,Mick Vukota,RW,1966-09-14,Right,6-1,185,225,Saskatoon,Saskatchewan,ca
vuorimi01,Mikael Vuorio,G,1984-01-04,,,,,,,
vyazmig01,Igor Vyazmikin,W,1966-01-08,Left,6-1,185,194,Moscow,USSR,su
vyborda01,David Vyborny,RW,1975-01-22,Left,5-10,178,181,Jihlava,Czechoslovakia,cs
vyborfr01,Frantisek Vyborny,LW,,,,,,,,
vyshese01,Sergei Vyshedkevich,D,1975-01-03,Left,6-0,183,195,Dedovsk,USSR,su
waddedo01,Don Waddell,D,1958-08-19,Left,5-10,178,180,Detroit,Michigan,us
wagneau01,Austin Wagner,LW,1997-06-23,Left,6-1,185,190,Calgary,Alberta,ca
wagnech01,Chris Wagner,C,1991-05-27,Right,6-0,183,198,Walpole,Massachusetts,us
wagnest01,Steve Wagner,D,1984-03-06,Left,6-2,188,200,,,
wahlmi01,Mitch Wahl,C,1990-01-22,,,,,,,
wahlsol01,Oliver Wahlstrom,RW,2000-06-13,Right,6-2,188,205,Portland,Maine,us
waitefr01,Frank Waite,C,1905-04-09,Left,5-11,180,150,,,
waiteji01,Jimmy Waite,G,1969-04-15,,6-1,185,180,Sherbrooke,Quebec,ca
wakalda01,Darcy Wakaluk,G,1966-03-14,,5-11,180,180,,,
wakeler01,Ernie Wakely,G,1940-11-27,,5-11,180,160,Flon,Manitoba,ca
walcoda01,Daniel Walcott,D,1994-02-19,Left,5-11,180,161,,,
walfosc01,Scott Walford,D,1999-01-12,Left,6-2,188,194,,,
walfrse01,Sebastian Walfridsson,D,1999-03-19,Left,6-0,183,194,Ingaro,Sweden,se
walkego01,Gord Walker,RW,1965-08-12,Left,6-0,183,175,,,
walkeho01,Howard Walker,D,1958-08-05,Left,6-0,183,205,,,
walkeja01,Jack Walker,F,1888-11-29,Left,5-8,173,153,,,
walkeja02,Jared Walker,C,1986-01-14,,,,,,,
walkejo01,Jonathan Walker,D,1996-07-30,Left,5-11,180,180,Edina,Minnesota,us
walkeju01,Julian Walker,W,1986-09-10,,,,,,,
walkeku01,Kurt Walker,D,1954-06-10,Right,6-3,190,200,Weymouth,Massachusetts,us
walkelu01,Luke Walker,RW,1990-02-19,,,,,,,
walkema01,Matt Walker,D,1980-04-07,Right,6-4,193,215,Beaverlodge,Alberta,ca
walkena01,Nathan Walker,C,1994-02-07,Left,5-9,175,186,,,
walkeru01,Russ Walker,RW,1953-05-24,Right,6-2,188,185,,,
walkesa01,Samuel Walker,C,1999-06-07,Right,5-10,178,142,Edina,Minnesota,us
walkesc01,Scott Walker,RW,1973-07-19,Right,5-10,178,196,Cambridge,Ontario,ca
walkese01,Sean Walker,D,1994-11-13,Right,5-11,180,195,Keswick,Ontario,ca
wallbo01,Bob Wall,D,1942-12-01,Left,5-10,178,171,,,
wallke01,Kevin Wall,RW,2000-02-01,Right,6-0,183,188,,,
wallmi01,Michael Wall,G,1985-07-25,,6-2,188,209,,,
wallty01,Tyler Wall,G,1998-01-14,,6-2,188,190,Leamington,Ontario,ca
wallati01,Tim Wallace,RW,1984-08-06,Right,6-1,185,207,Anchorage,Alaska,us
wallier01,Erik Walli Walterholm,RW,1999-02-27,,6-1,185,179,,,
wallije01,Jesse Wallin,D,1978-03-10,Left,6-2,188,190,Saskatoon,Saskatchewan,ca
wallini01,Niclas Wallin,D,1975-02-20,Left,6-3,190,220,Boden,Sweden,se
wallipe01,Peter Wallin,RW,1957-04-30,Right,5-9,175,170,Stockholm,Sweden,se
walliri01,Rickard Wallin,C,1980-04-19,Left,6-2,188,195,Stockholm,Sweden,se
walliwi01,William Wallinder,D,2002-07-28,Left,6-4,193,191,Solleftea,Sweden,se
wallmlu01,Lucas Wallmark,C,1995-09-05,Left,6-0,183,178,Umea,Sweden,se
walmaja01,Jake Walman,D,1996-02-20,Left,6-1,185,170,Toronto,Ontario,ca
walsede01,Derrick Walser,D,1978-05-12,Left,5-10,178,190,,,
walshbr01,Brian Walsh,C,1954-11-06,Right,5-8,173,170,Cambridge,Massachusetts,us
walshdu01,Dustin Walsh,C,1991-03-20,,,,,,,
walshed01,Ed Walsh,G,1951-08-18,,5-10,178,180,Somerville,Massachusetts,us
walshfl01,Flat Walsh,G,1897-03-23,,5-11,180,180,Kingston,Ontario,ca
walshji01,Jim Walsh,D,1956-10-26,Right,6-1,185,185,Norfolk,Virginia,us
walshma01,Marty Walsh,C,,Left,5-7,170,155,Kingston,Ontario,ca
walshmi02,Mike Walsh,LW,1983-01-12,,,,,,,
walshmi01,Mike Walsh,W,1962-04-03,Right,6-2,188,195,,,
walshre01,Reilly Walsh,D,1999-04-21,Right,6-0,183,176,,,
walshto01,Tom Walsh,D,1983-04-22,,,,,,,
waltebe01,Ben Walter,C,1984-05-11,Left,6-0,183,185,Beaconsfield,Quebec,ca
walteda01,Dave Walter,C,1952-05-06,Left,6-0,183,180,,,
waltery01,Ryan Walter,C/LW,1958-04-23,Left,6-0,183,200,,,
walteni01,Nicholas Walters,D,1994-04-11,,,,,,,
waltero01,Ron Walters,C,1948-03-09,Right,6-0,183,175,Castor,Alberta,ca
walthis01,Isak Walther,RW,2001-08-02,Left,6-3,190,170,,,
waltobo01,Bobby Walton,C/RW,1912-08-05,Right,5-9,175,165,Ottawa,Ontario,ca
waltomi01,Mike Walton,C,1945-01-03,Left,5-10,178,175,,,
waltoro01,Rob Walton,C,1949-09-03,Left,5-9,175,165,Toronto,Ontario,ca
walzwe01,Wes Walz,C,1970-05-15,Right,5-10,178,189,Calgary,Alberta,ca
wamslri01,Rick Wamsley,G,1959-05-25,,5-11,180,185,Simcoe,Ontario,ca
wandeto01,Tom Wandell,C,1987-01-29,Left,6-1,185,200,Sodertalje,Sweden,se
wannsse01,Sebastian Wannstrom,RW,1991-03-03,,6-1,185,180,,,
wanviky01,Kyle Wanvig,RW,1981-01-29,Right,6-2,188,210,Calgary,Alberta,ca
wappego01,Gord Wappel,D,1958-07-26,Left,6-2,188,205,Regina,Saskatchewan,ca
wardaa01,Aaron Ward,D,1973-01-17,Right,6-2,188,209,Windsor,Ontario,ca
wardca01,Cam Ward,G,1984-02-29,,6-1,185,194,Saskatoon,Saskatchewan,ca
warddi01,Dixon Ward,RW,1968-09-23,Right,6-0,183,200,Leduc,Alberta,ca
warddo01,Don Ward,D,1935-10-19,Left,6-2,188,200,Sarnia,Ontario,ca
warded01,Ed Ward,RW,1969-11-10,Right,6-3,190,220,Edmonton,Alberta,ca
wardja01,Jason Ward,RW,1979-01-16,Right,6-2,188,208,Chapleau,Ontario,ca
wardji01,Jimmy Ward,RW,1906-09-01,Right,5-11,180,167,,,
wardjo01,Joe Ward,C,1961-02-11,Left,6-0,183,180,Sarnia,Ontario,ca
wardjo02,Joel Ward,RW,1980-12-02,Right,6-1,185,225,,,
wardla01,Lance Ward,D,1978-06-02,Left,6-3,190,210,Lloydminster,Alberta,ca
wardmi01,Michael Ward,D,1989-08-13,,,,,,,
wardro01,Ron Ward,C,1944-09-12,Right,5-11,180,175,Cornwall,Ontario,ca
wareje01,Jeff Ware,D,1977-05-19,Left,6-4,193,220,Toronto,Ontario,ca
waremi01,Michael Ware,RW,1967-03-22,Right,6-5,196,216,York,Ontario,ca
waresed01,Eddie Wares,D/RW,1915-03-19,Right,5-11,180,182,Calgary,Alberta,ca
wargst01,Stefan Warg,D,1990-02-06,,,,,,,
warnma01,Max Warn,LW,1988-06-10,,,,,,,
warnebo01,Bob Warner,D,1950-12-13,Left,5-11,180,180,Grimsby,Ontario,ca
warnehu01,Hunter Warner,D,1995-09-21,,6-2,188,202,,,
warneji01,Jim Warner,RW,1954-03-26,Right,5-11,180,180,Minneapolis,Minnesota,us
warrst01,Steve Warr,D,1951-01-05,Right,5-11,180,185,Peterborough,Ontario,ca
warrebr01,Brendan Warren,LW,1997-05-07,Left,6-0,183,191,Carleton,Michigan,us
warrema01,Marshall Warren,D,2001-04-20,Left,5-11,180,170,,,
warrerh01,Rhett Warrener,D,1976-01-27,Right,6-1,185,203,Shaunavon,Saskatchewan,ca
warrito01,Todd Warriner,LW,1974-01-03,Left,6-1,185,200,Blenheim,Ontario,ca
warsoda01,David Warsofsky,D,1990-05-30,Left,5-9,175,170,Marshfield,Massachusetts,us
warwibi01,Billy Warwick,LW,1924-11-17,Left,5-7,170,155,Regina,Saskatchewan,ca
warwigr01,Grant Warwick,RW,1921-10-11,Right,5-6,168,155,Regina,Saskatchewan,ca
washbst01,Steve Washburn,C,1975-04-10,Left,6-2,188,198,Ottawa,Ontario,ca
washkke01,Keean Washkurak,C,2001-08-16,Left,5-10,178,184,Waterloo,Ontario,ca
wasnini01,Nick Wasnie,RW,1904-01-01,Right,5-11,180,174,Winnipeg,Manitoba,ca
wathifr01,Francis Wathier,LW,1984-12-07,Left,6-4,193,218,,,
watkima01,Matt Watkins,RW,1986-11-22,Left,5-10,178,181,Aylesbury,Saskatchewan,ca
watsoau01,Austin Watson,LW,1992-01-13,Right,6-4,193,204,,,
watsobi01,Bill Watson,RW,1964-03-30,Right,6-0,183,185,,,
watsobr01,Bryan Watson,D,1942-11-14,Right,5-9,175,175,Bancroft,Ontario,ca
watsocl01,Clifford Watson,D,1993-12-21,,,,,,,
watsoda01,Dave Watson,LW,1958-05-19,Left,6-2,188,190,,,
watsogr01,Greg Watson,C,1983-03-02,,,,,,,
watsoha01,Harry Watson,LW,1898-07-14,Left,,,65,,,
watsoha02,Harry Watson,LW,1923-05-06,Left,6-1,185,207,Saskatoon,Saskatchewan,ca
watsoji01,Jim Watson,D,1943-06-28,Left,6-2,188,186,Malartic,Quebec,ca
watsoji02,Jimmy Watson,D,1952-08-19,Left,6-0,183,195,,,
watsojo01,Joe Watson,D,1943-07-06,Left,5-10,178,185,,,
watsoph01,Phil Watson,RW/C,1914-04-24,Right,5-11,180,165,Montreal,Quebec,ca
watsory01,Ryan Watson,LW,1988-03-01,,,,,,,
watsosp01,Spencer Watson,RW,1996-04-25,Right,5-10,178,170,London,Ontario,ca
wattj,J.D. Watt,RW,1987-05-25,,,,,,,
wattji01,Jim Watt,G,1950-05-11,,5-11,180,180,Duluth,Minnesota,us
wattmi01,Mike Watt,LW,1976-03-31,Left,6-2,188,212,Seaforth,Ontario,ca
watteti01,Tim Watters,D,1959-07-25,Left,5-11,180,185,,,
wattsbr01,Brian Watts,LW,1947-09-10,Left,6-0,183,180,Hagersville,Ontario,ca
waughge01,Geoff Waugh,D,1983-08-25,,,,,,,
wealjo01,Jordan Weal,C,1992-04-15,Right,5-10,178,179,,,
weathja01,Jasper Weatherby,C,1998-01-22,Left,6-3,190,202,Portland,Oregon,us
weavemi01,Mike Weaver,D,1978-05-02,Right,5-10,178,183,Bramalea,Ontario,ca
webbre01,Reilly Webb,D,1999-05-04,Right,6-3,190,198,,,
webbst01,Steve Webb,RW,1975-04-30,Right,6-0,183,211,Peterborough,Ontario,ca
webbeca01,Cade Webber,D,2001-01-05,Left,6-5,196,205,,,
weberje01,Jeff Weber,G,1984-09-24,,,,,,,
webermi01,Mike Weber,D,1987-12-16,Left,6-2,188,217,Pittsburgh,Pennsylvania,us
webersh01,Shea Weber,D,1985-08-14,Right,6-4,193,229,,,
weberwi01,Will Weber,D,1988-10-28,,6-4,193,205,,,
weberya01,Yannick Weber,D,1988-09-23,Right,5-11,180,200,Morges,Switzerland,ch
webstau01,Aubrey Webster,RW,1912-09-25,Right,5-9,175,168,Kenora,Ontario,ca
webstjo01,Chick Webster,C,1920-11-03,Left,5-11,180,160,Toronto,Ontario,ca
webstdo01,Don Webster,LW,1924-07-03,Left,5-8,173,180,Toronto,Ontario,ca
webstmc01,Mckade Webster,LW,2000-07-28,Left,5-10,178,167,,,
webstto01,Tom Webster,RW,1948-10-04,Right,5-10,178,170,,,
wedgesc01,Scott Wedgewood,G,1992-08-14,,6-2,188,195,Brampton,Ontario,ca
wedinan01,Anton Wedin,F,1993-03-01,Left,,,,Sundsvall,Sweden,se
wedmama01,Matthew Wedman,C,1999-05-25,Left,6-2,188,197,Edmonton,Alberta,ca
weegama01,MacKenzie Weegar,D,1994-01-07,Right,6-0,183,200,Ottawa,Ontario,ca
weekeke01,Kevin Weekes,G,1975-04-04,,6-2,188,215,Toronto,Ontario,ca
weeksst01,Steve Weeks,G,1958-06-30,,5-11,180,170,Scarborough,Ontario,ca
wegwejo01,Joe Wegwerth,RW,1996-06-16,Left,6-3,190,230,Burnsville,Minnesota,us
weighdo01,Doug Weight,C,1971-01-21,Left,5-11,180,202,Warren,Michigan,us
weilaco01,Cooney Weiland,C,1904-11-05,Left,5-7,170,150,,,
weimaty01,Tyler Weiman,G,1984-06-05,,5-11,180,180,Saskatoon,Saskatchewan,ca
weingev01,Evan Weinger,F,1997-04-18,Right,6-1,185,195,,,
weinhma01,Mattias Weinhandl,RW,1980-06-01,Right,6-0,183,183,Ljungby,Sweden,se
weinrer01,Eric Weinrich,D,1966-12-19,Left,6-1,185,207,Roanoke,Virginia,us
weirst01,Stan Weir,C,1952-03-17,Left,6-1,185,180,Ponoka,Alberta,ca
weirwa01,Wally Weir,D,1954-06-03,Left,6-2,188,200,Verdun,Quebec,ca
weiseda01,Dale Weise,RW,1988-08-05,Right,6-2,188,206,Winnipeg,Manitoba,ca
weissst01,Stephen Weiss,C,1983-04-03,Left,5-11,180,190,Toronto,Ontario,ca
weissty01,Tyler Weiss,LW,2000-01-03,Left,5-10,178,151,,,
weissli01,Linus Weissbach,LW,1998-04-19,Left,5-8,173,161,Gothenburg,Sweden,se
welchno01,Noah Welch,D,1982-08-26,Left,6-4,193,220,Brighton,Massachusetts,us
welinan01,Andy Welinski,D,1993-04-27,Right,6-1,185,201,Duluth,Minnesota,us
wellapa01,Patrick Wellar,D,1983-12-04,,,,,,,
wellecr01,Craig Weller,RW,1981-01-17,Right,6-4,193,220,Calgary,Alberta,ca
welleju01,Justin Weller,D,1991-07-26,,,,,,,
wellesh01,Shawn Weller,LW,1986-07-08,,,,,,,
wellial01,Alex Wellington,RW,1893-08-04,Right,,,,,,
wellmca01,Casey Wellman,C,1987-10-18,,6-0,183,173,Brentwood,California,us
wellsch01,Chris Wells,C,1975-11-12,Left,6-6,198,223,Calgary,Alberta,ca
wellsdy01,Dylan Wells,G,1998-01-03,,6-2,188,18,,,
wellsja01,Jay Wells,D,1959-05-18,Left,6-1,185,210,Paris,Ontario,ca
wellwer01,Eric Wellwood,LW,1990-03-06,Left,5-11,180,180,Windsor,Ontario,ca
wellwky01,Kyle Wellwood,C,1983-05-16,Right,5-10,178,181,Windsor,Ontario,ca
welshje01,Jeremy Welsh,C,1988-04-30,Left,6-3,190,210,Bayfield,Ontario,ca
wennbal01,Alexander Wennberg,C,1994-09-22,Left,6-2,188,197,Stockholm,Sweden,se
wensijo01,John Wensink,LW,1953-04-01,Left,6-0,183,200,,,
wentwcy01,Cy Wentworth,D,1905-01-24,Right,5-10,178,170,Grimsby,Ontario,ca
wereket01,Ethan Werek,C,1991-06-07,Left,6-1,185,189,Markham,Ontario,ca
werenbr01,Brad Werenka,D,1969-02-12,Left,6-1,185,221,,,
werenza01,Zach Werenski,D,1997-07-19,Left,6-2,188,212,,,
wernead01,Adam Werner,G,1997-05-02,,6-5,196,205,Mariestad,Sweden,se
wernest01,Steve Werner,RW,1984-08-08,,,,,,,
wesenbr01,Brian Wesenberg,RW,1977-05-09,Right,6-3,190,187,Peterborough,Ontario,ca
weslebl01,Blake Wesley,D,1959-07-10,Left,6-1,185,200,,,
weslegl01,Glen Wesley,D,1968-10-02,Left,6-1,185,207,,,
weslejo01,Josh Wesley,D,1996-04-09,Right,6-3,190,205,Hartford,Connecticut,us
wesloja01,Jase Weslosky,G,1988-08-14,,,,,,,
wessbjo01,John Wessbecker,D,1986-09-15,,,,,,,
westst01,Steve West,C,1952-03-20,Left,5-8,173,150,Peterborough,Ontario,ca
westbkr01,Kristofer Westblom,G,1987-03-26,,,,,,,
westcdu01,Duvie Westcott,D,1977-10-30,Right,5-11,180,197,Winnipeg,Manitoba,ca
westepa01,Pathrik Westerholm,C,1992-01-06,,,,,,,
westefi01,Filip Westerlund,D,1999-04-17,Right,5-11,180,174,Harnosand,Sweden,se
westfed01,Ed Westfall,D/RW,1940-09-19,Right,6-1,185,197,Belleville,Ontario,ca
westfma01,Marcus Westfalt,C,2000-03-12,Left,6-3,190,203,Stockholm,Sweden,se
westgke01,Kevin Westgarth,RW,1984-02-07,Right,6-4,193,234,Amherstburg,Ontario,ca
westijo01,John Westin,LW,1992-05-19,,,,,,,
westlda01,David Westlund,D,1995-02-05,Left,6-3,190,207,Ostersund,Sweden,se
westlto01,Tommy Westlund,RW,1974-12-29,Right,6-0,183,210,Fors,Sweden,se
westlwi01,Wilhelm Westlund,D,1995-03-15,,6-0,183,178,,,
westrer01,Erik Westrum,C,1979-07-26,Left,6-0,183,204,Minneapolis,Minnesota,us
westrpa01,Pat Westrum,D,1948-03-03,Left,5-10,178,185,Minneapolis,Minnesota,us
westwha01,Harry Westwick,R,1876-04-22,,,,,Ottawa,Ontario,ca
wetzeca01,Carl Wetzel,G,1938-12-12,,6-1,185,170,Detroit,Michigan,us
weypa01,Patrick Wey,D,1991-05-21,,6-2,188,200,,,
wharrke01,Kenny Wharram,RW/C,1933-07-02,Right,5-9,175,160,,,
whartky01,Kyle Wharton,D,1986-03-03,,,,,,,
whartle01,Len Wharton,D,1927-12-13,Left,6-0,183,170,Winnipeg,Manitoba,ca
wheatmi01,Mitchell Wheaton,D,1995-02-06,,,,,,,
wheelsi01,Simon Wheeldon,C,1966-08-30,Left,5-11,180,170,,,
wheelbl01,Blake Wheeler,RW,1986-08-31,Right,6-5,196,225,Plymouth,Minnesota,us
whelddo01,Don Wheldon,D,1954-12-28,Right,6-2,188,185,Falmouth,Massachusetts,us
wheltbi01,Bill Whelton,D,1959-08-28,Left,6-1,185,180,Everett,Massachusetts,us
whiddbo01,Bob Whidden,G,1946-07-27,,5-10,178,165,Sudbury,Ontario,ca
whistro01,Rob Whistle,D,1961-04-30,Right,6-2,188,195,,,
whitcfr01,Fred Whitcroft,R,1882-12-20,Right,5-10,178,165,,,
whiteal01,Alton White,RW,1945-05-31,Right,5-9,175,175,,,
whitebi01,Bill White,D,1939-08-26,Right,6-2,188,195,Toronto,Ontario,ca
whitebr01,Brian White,D,1976-02-07,Right,6-1,185,195,Winchester,Massachusetts,us
whiteco01,Colin White,D,1977-12-12,Left,6-3,190,215,,,
whiteco02,Colin White,C,1997-01-30,Right,6-0,183,183,Boston,Massachusetts,us
whiteco03,Colton White,D,1997-05-03,Left,6-1,185,185,London,Ontario,ca
whiteia01,Ian White,D,1984-06-04,Right,5-10,178,191,Steinbach,Manitoba,ca
whitemo01,Moe White,LW/C,1919-07-28,Left,5-11,180,178,Verdun,Quebec,ca
whitepa01,Patrick White,C,1989-01-20,,,,,,,
whitepe01,Peter White,C,1969-03-15,Left,5-11,180,200,Montreal,Quebec,ca
whitery01,Ryan White,C,1988-03-17,Right,6-0,183,200,Brandon,Manitoba,ca
whitesh01,Sherman White,C,1923-05-12,Left,5-10,178,165,,,
whitete01,Tex White,RW,1900-06-26,Right,5-11,180,155,Hillbrough,Ontario,ca
whiteto02,Todd White,C,1975-05-21,Left,5-10,178,198,Kanata,Ontario,ca
whiteto01,Tony White,LW,1954-06-16,Left,5-10,178,175,,,
whiteza01,Zach Whitecloud,D,1996-11-28,Right,6-2,188,209,Brandon,Manitoba,ca
whitebo01,Bob Whitelaw,D,1916-10-05,Left,5-11,180,185,,,
whitftr01,Trent Whitfield,C,1977-06-17,Left,5-11,180,209,Estevan,Saskatchewan,ca
whitlbo01,Bob Whitlock,C,1949-07-16,Right,5-10,178,175,,,
whitmde01,Derek Whitmore,LW,1984-12-17,Left,5-11,180,185,,,
whitmka01,Kay Whitmore,G,1967-04-10,,5-11,180,175,Sudbury,Ontario,ca
whitnbr01,Brandon Whitney,G,1994-05-11,,,,,,,
whitnjo01,Joe Whitney,RW,1988-02-06,Left,5-6,168,170,Reading,Massachusetts,us
whitnra01,Ray Whitney,LW,1972-05-08,Right,5-10,178,180,,,
whitnry01,Ryan Whitney,D,1983-02-19,Left,6-4,193,209,Boston,Massachusetts,us
whytese01,Sean Whyte,RW,1970-05-04,Right,6-0,183,198,Sudbury,Ontario,ca
wickro01,Roman Wick,RW,1985-12-30,Left,6-2,188,192,Kloten,Switzerland,ch
wickedo01,Doug Wickenheiser,C,1961-03-30,Left,6-1,185,200,Regina,Saskatchewan,ca
widemch01,Chris Wideman,D,1990-01-07,Right,5-10,178,183,,,
widemde01,Dennis Wideman,D,1983-03-20,Right,6-0,183,202,Kitchener,Ontario,ca
widinju01,Juha Widing,C,1947-07-04,Left,6-0,183,180,Oulu,Finland,fi
widmeja01,Jason Widmer,D,1973-08-01,Left,6-0,183,200,Calgary,Alberta,ca
wiebear01,Art Wiebe,D,1912-09-28,Left,5-10,178,180,Rosthern,Saskatchewan,ca
wiedema01,Manuel Wiederer,F,1996-11-21,Right,6-1,185,180,Deggendorf,Germany,de
wiemeja01,Jason Wiemer,C,1976-04-14,Left,6-1,185,225,,,
wiemeji01,Jim Wiemer,D,1961-01-09,Left,6-4,193,216,Sudbury,Ontario,ca
wiercpa01,Patrick Wiercioch,D,1990-09-12,Left,6-5,196,202,,,
